Search for a task...,Tzukuj jun samaj...
Search for an event...,Tzukuj jun nimaq'ij...
Search for people to invite...,Tzukuj taq winaq richin kitz'onik...
Search tasks to link...,Tzukuj taq samaj richin ximoj...
Search tasks...,Tzukuj taq samaj...
Search...,Tzukuj...
Searching...,Katzukux...
Seen,Ilon
Select a project if your request is related to a specific project.,Tachaqa' jun nuk'samaj we ri atz'onoj chirij jun nuk'samaj.
Select a project...,Chaqa' jun nuk'samaj...
Select a task from the Gantt chart to view and manage its details.,Tachaqa' jun samaj pa ri Gantt richin rilaxik xuquje' uchajixik.
Select a task from the list or Kanban board to view and manage its details.,Tachaqa' jun samaj pa ri cholaj o ri Kanban richin rilaxik xuquje' uchajixik.
Select a template...,Chaqa' jun ruwachib'al...
Select priority...,Chaqa' nab'eal...
Select status...,Chaqa' rub'anikil...
Select task...,Chaqa' samaj...
Select type...,Chaqa' ruwach...
Selection,Uchaqik
Send,Taqoj
Send comment,Taqoj ri tzij
Send email invitations to attendees,Taqoj taq tz'onoj pa taqotzij chi ke ri e okinaq
Send Invitations,Taqoj taq tz'onoj
Send notification when a task is assigned to a user,Taqoj jun natab'al toq jun samaj kuya' chi re jun okisanel
Send notification when task status changes,Taqoj jun natab'al toq kujal ri rub'anikil re ri samaj
Send reminder before task due date,Taqoj jun natab'al chuwach ri q'ij ruk'isib'al re ri samaj
sent,xtaq
Set rate,Ya'oj rajil
Settings,Taq chajoj
Settings saved successfully,Ri taq chajoj xeyak rumal utz
Severity,Uchuq'ab'
SF (Start-Finish),SF (Rutikirib'al-Rik'isik)
SF - Start-to-Finish,SF - Rutikirib'al-pa-Rik'isik
Show,K'utuj
Show all,K'utuj ronojel
Show all changes,K'utuj ronojel taq jaloj
Show Archived,K'utuj ri e pa yakb'al
Show full diff,K'utuj ronojel ri jaloj
Show less,K'utuj jub'iq'
Show more,K'utuj ch'aqa' chik
Skill added,Ri etamab'al xtzijonik
Skill is required,Ri etamab'al rajawaxik
Skill Name,Ub'i' ri etamab'al
Skill removed,Ri etamab'al xelesaxik
Skill {0} already exists for this resource,Ri etamab'al {0} k'o chik re ri tob'anel
Skills,Taq etamab'al
Skills & Competencies,Taq etamab'al xuquje' taq na'oj
Skip already migrated projects,Elan ri taq nuk'samaj q'axon chik
Sort by,Chojmirisaj rumal
Sort: Due Date,Chojmirisaj: Q'ij ruk'isib'al
Sort: Priority,Chojmirisaj: Nab'eal
Sort: Project,Chojmirisaj: Nuk'samaj
Sort: Status,Chojmirisaj: Rub'anikil
Sort: Task,Chojmirisaj: Samaj
Source Code,Ruxe'al tz'ib'anik
Spent,Okisan
Spent:,Okisan:
SS (Start-Start),SS (Rutikirib'al-Rutikirib'al)
SS - Start-to-Start,SS - Rutikirib'al-pa-Rutikirib'al
Standalone,Juyon
Start,Rutikirib'al
Start a discussion below,Tatikiri'j jun tzijonik ikim re
Start Date,Q'ij rutikirib'al
Start date,Q'ij rutikirib'al
Start Date (Earliest),Q'ij rutikirib'al (ri nab'e)
Start date updated,Ri q'ij rutikirib'al k'exon chik
Start date/time is required,Ri q'ij/ramaj rutikirib'al rajawaxik
Start Migration,Tikiri'j ri uq'axik
Start the conversation below.,Tatikiri'j ri tzijonik ikim re.
Start Timer,Tikiri'j ri ajilanel ramaj
Start typing to search...,Tatikiri'j atz'ib'axik richin atzukuxik...
Start-to-Finish,Rutikirib'al-pa-Rik'isik
Start-to-Start,Rutikirib'al-pa-Rutikirib'al
Start:,Rutikirib'al:
Statistics reset,Ri rajilab'al xtzalij kanoq
Status,Rub'anikil
Status assigned to new projects,Rub'anikil ya'on chi ke ri k'ak' taq nuk'samaj
Status assigned to new tasks,Rub'anikil ya'on chi ke ri k'ak' taq samaj
Status Changes,Taq jaloj re rub'anikil
Status updated,Ri rub'anikil k'exon chik
Status:,Rub'anikil:
Stop,Ch'upij
Stop & Save,Ch'upij xuquje' yakoj
Stop Timer,Ch'upij ri ajilanel ramaj
Stops current timer and starts for this event,Kuch'upij ri ajilanel ramaj xuquje' kutikirib'ej re ri nimaq'ij
Stops current timer and starts for this task,Kuch'upij ri ajilanel ramaj xuquje' kutikirib'ej re ri samaj
Subject,Ruk'u'x
Subject cannot exceed 255 characters,Ri ruk'u'x man tikirel ta nimalaj chuwach 255 tz'ib'
Subject is required,Ri ruk'u'x rajawaxik
Submit,Taqoj
Submit Another Request,Taqoj jun chik tz'onoj
Submit Request,Taqoj ri tz'onoj
Submitting...,Kataq...
Successfully saved,Xyak rumal utz
Successors (Blocking),Taq samaj chirij (k'aton)
Sun,Q'ij
Supplier,Ya'ol
Support,Tob'anik
Switch to this event,Jaloj pa re ri nimaq'ij
Switch to this task,Jaloj pa re ri samaj
Sync direction is set to Frappe to Orga only,Ri rub'eyal ujunamaxik ja xe pa Frappe pa Orga
Sync direction is set to Orga to Frappe only,Ri rub'eyal ujunamaxik ja xe pa Orga pa Frappe
Sync not enabled for this project,Ri ujunamaxik man tzijon ta re ri nuk'samaj
System,Kematz'ib'
Table,Kemb'al
Take ownership of this task,Chapa' re ri samaj
Target Date,Q'ij ruchojmil
Target End,Rik'isik ruchojmil
Target Project,Nuk'samaj ruchojmil
Target user is required for '{0}' action,Ri okisanel ruchojmil rajawaxik re ri b'anoj '{0}'
Task,Samaj
task,samaj
Task '{0}' is due on {1}.,Ri samaj '{0}' k'o pa {1}.
Task and resource are required,Ri samaj xuquje' ri tob'anel e rajawaxik
Task Assignment,Ya'oj samaj
Task cannot be its own parent,Jun samaj man tikirel ta ja rija' ri utata'
Task cannot depend on itself,Jun samaj man tikirel ta kutob'an pa rija'
Task cannot depend on the group it belongs to,Jun samaj man tikirel ta kutob'an pa ri umolaj
Task created,Ri samaj xb'an
Task deleted,Ri samaj xsachik
Task description has been saved.,Ri uchuq'ab'ixik re ri samaj xyak.
Task Details,Retal ri samaj
Task due in {0} days: {1},Ri samaj k'o pa {0} q'ij: {1}
Task due today: {0},Ri samaj k'o kamik: {0}
Task due tomorrow: {0},Ri samaj k'o chwa'q: {0}
Task duplicated,Ri samaj xkopitaj
Task Group,Molaj samaj
Task ID is required,Ri ID re ri samaj rajawaxik
Task is blocked by incomplete dependencies,Ri samaj k'aton rumal taq tob'al man tz'aqat ta
Task is cancelled,Ri samaj q'aton
Task is completed,Ri samaj tz'aqat
Task is no longer blocked by a group,Ri samaj man k'aton ta chik rumal jun molaj
Task is required for task context,Ri samaj rajawaxik re ri ucholaj samaj
Task is required when tracking context is 'task',Ri samaj rajawaxik toq ri ucholaj reta'maxik ja ri 'samaj'
Task linked,Ri samaj ximon
Task moved,Ri samaj xsilob'ix
Task name,Ub'i' ri samaj
Task name is required,Ri ub'i' ri samaj rajawaxik
Task removed from group,Ri samaj xelesaxik pa ri molaj
Task Subject,Ruk'u'x ri samaj
Task subject is required,Ri ruk'u'x re ri samaj rajawaxik
Task Type,Ruwach ri samaj
Task unblocked: {0},Ri samaj jaqon chik: {0}
Task unlinked,Ri samaj xq'at ri ximoj
Task updated,Ri samaj k'exon chik
Task {0} not found,Man xriqitaj ta ri samaj {0}
Task {0} not in project {1},Ri samaj {0} man k'o ta pa ri nuk'samaj {1}
Task {0} to Frappe,Samaj {0} pa Frappe
Tasks,Taq samaj
tasks,taq samaj
Tasks and milestones will be created with dates relative to the project start date.,Ri taq samaj xuquje' taq rajilal xkeb'an ruk' taq q'ij chi kiwach ri q'ij rutikirib'al re ri nuk'samaj.
Tasks assigned to you across all projects.,Taq samaj ya'on chawe pa ronojel taq nuk'samaj.
Tasks created:,Taq samaj b'an:
Tasks from projects you manage.,Taq samaj pa taq nuk'samaj kachajij.
Tasks updated:,Taq samaj k'exon:
"Tasks, milestones, and dependencies have been created.","Ri taq samaj, taq rajilal xuquje' taq tob'al xeb'an."
Tasks:,Taq samaj:
TBD,Kamaj kab'ix
Team,Molaj
Team Members,Rajpopil ri molaj
Template,Ruwachib'al
Template applied,Ri ruwachib'al xchapataj
Template data is required in import data,Ri taq tzij re ri ruwachib'al e rajawaxik pa ri taq tzij yakik
Template has no data,Ri ruwachib'al man k'o ta taq tzij
Template Name,Ub'i' ri ruwachib'al
Template name,Ub'i' ri ruwachib'al
Template name is required,Ri ub'i' ri ruwachib'al rajawaxik
Template name is required in import data,Ri ub'i' ri ruwachib'al rajawaxik pa ri taq tzij yakik
Template saved,Ri ruwachib'al xyak
Template updated successfully.,Ri ruwachib'al k'exon chik rumal utz.
Template {0} not found,Man xriqitaj ta ri ruwachib'al {0}
Templates,Taq ruwachib'al
Tentative,Chwila
The comment has been deleted,Ri tzij xsachik
The project,Ri nuk'samaj
The source document may have been deleted.,Chwila ri qitzij wuj xsachik.
The source document will not be affected.,Ri qitzij wuj man xkub'an ta chi re.
The status of '{0}' was changed from {1} to {2}.,Ri rub'anikil re '{0}' xjalataj pa {1} pa {2}.
Theme,Ruwachulew
Theme preference,Chaq'ab' re ruwachulew
This action,Re ri b'anoj
This action cannot be undone.,Re ri b'anoj man tikirel ta utzuquxik.
This activity has been flagged for attention,Re ri b'anob'al xya' etal richin rilaxik
This is a reminder for your upcoming appointment,Re jun natab'al re ri atz'onoj ri petinaq
This method is only meant for developer mode,Re ri b'eyal xa re ri b'anob'al re ajb'anol
This page wandered off,This page wandered off
This Week,Re ri wuqq'ij
This will delete all notes and preferences associated with this activity.,Re kusach ronojel taq tz'ib' xuquje' taq chaq'ab' re ri b'anob'al.
This will import all Frappe Projects into Orga. Continue?,Re kuyak ronojel taq Frappe nuk'samaj pa Orga. Kab'ij?
This will permanently delete,Re kusach junab'e
This will permanently delete:,Re kusach junab'e:
Thu,Job'
Time,Ramaj
Time & Billing,Ramaj xuquje' tojik
Time & Revenue,Ramaj xuquje' pwaq okinaq
Time Entries,Taq tz'ib'anik ramaj
Time log name is required,Ri ub'i' ri tz'ib'anik ramaj rajawaxik
Time Log not found,Man xriqitaj ta ri tz'ib'anik ramaj
Time log {0} not found,Man xriqitaj ta ri tz'ib'anik ramaj {0}
Time Logs,Taq tz'ib'anik ramaj
Time Summary,Ruch'ob'al ri ramaj
Time Tracking,Reta'maxik ramaj
Timeline,Rub'eyal ramaj
Timer active on,Ri ajilanel ramaj k'aslik pa
Timer is not running,Ri ajilanel ramaj man k'aslik ta
Timer Running,Ri ajilanel ramaj k'aslik
Timer running,Ri ajilanel ramaj k'aslik
Timesheet DocType not available,Ri DocType ruwujil ramaj man k'o ta
Timesheets,Taq ruwujil ramaj
Timezone,Ruk'ojlib'al ramaj
Timezone is detected from your browser,Ri ruk'ojlib'al ramaj xriqitaj pa ri asik'ib'al
Title,Ub'i'aj
Title cannot exceed 255 characters,Ri ub'i'aj man tikirel ta nimalaj chuwach 255 tz'ib'
Title is required,Ri ub'i'aj rajawaxik
Title updated,Ri ub'i'aj k'exon chik
To,Pa
to,pa
to cancel,richin uq'atik
to close,richin utz'apixik
to confirm:,richin ujikilib'exik:
to edit,richin utz'ib'axik
"to save,","richin uyakik,"
To Time cannot be before From Time,Ri ramaj rik'isik man tikirel ta nab'e chuwach ri ramaj rutikirib'al
Today,Kamik
today,kamik
Toggle billable,Jaloj tojb'al
Toggle Details Panel,K'utuj/ewaj ri rupam retal
Toggle Manager Panel,K'utuj/ewaj ri rupam ajchak
Toggle Sidebar,K'utuj/ewaj ri ruchi'
Tomorrow,Chwa'q
tomorrow,chwa'q
Total,Ronojel
Total Budget,Ronojel pwaq
Total Contacts,Ronojel taq winaq
Total Cost,Ronojel rajil
Total Cost to Org,Ronojel rajil chi re ri molaj
Total Defect Cost,Ronojel rajil re taq itzelal
Total Hours,Ronojel taq ramaj
Total Hours Logged,Ronojel taq ramaj tz'ib'an
Total Projects,Ronojel taq nuk'samaj
Total Spent,Ronojel okisan
Total Tasks,Ronojel taq samaj
Total:,Ronojel:
Tracked,Eta'man
trails to today while Open at 0%,kuq'ax kamik toq jaqalik pa 0%
Tried:,Tried:
Try adjusting your filter criteria,Tatijoj tajaloj ri taq chayub'al
Try adjusting your filters.,Tatijoj tajaloj ri taq chayub'al.
Try Again,Tatijoj chik
Tue,Ka'
Type,Ruwach
Type updated,Ri ruwach k'exon chik
Type:,Ruwach:
Typical response time: 1-2 business days,Ramaj richin utzalij tzij: 1-2 q'ij samaj
Unarchive,Elesaj pa yakb'al
Unarchive Activity,Elesaj ri b'anob'al pa yakb'al
Unassign,Elesaj ya'oj
Unassigned,Man ya'on ta chi re
Under Budget,Ikim re ri pwaq
Ungrouped,Man pa molaj ta
Unknown,Man etaman ta
Unknown error,Sachoj man etaman ta
Unlink failed,Man xutzir ta ri uq'atik ri ximoj
Unlink task from milestone,Q'atoj ri ximoj re ri samaj pa ri rajilal
Unpin,Elesaj ri chapoj
Unpin Activity,Elesaj ri chapoj re b'anob'al
Unread,Man sik'in ta
Unread only,Xa ri man sik'in ta
Until,Chanim
Up to Date,Up to Date
Upcoming,Ri petinaq
upcoming,ri petinaq
Update,Update
Update Available,Update Available
Update available,Update available
Update available: v{0},Update available: v{0}
Update check failed: {0},Update check failed: {0}
Update failed,Man xutzir ta ri uk'exik
Updated,K'exon
Updated successfully,K'exon rumal utz
Updates,Updates
Upload,Teqib'aj
Upload failed,Man xutzir ta ri uteqib'axik
Upload files below to attach them to this task.,Teqib'aj taq yakb'al ikim re richin kiximik pa re ri samaj.
Upload to project,Teqib'aj pa ri nuk'samaj
Uploading...,Kateqib'ax...
Urgent,Anim rajawaxik
User {0} is already linked to client {1},Ri okisanel {0} ximon chik ruk' ri aqanel {1}
User {0} is already linked to resource {1},Ri okisanel {0} ximon chik ruk' ri tob'anel {1}
Utilization,Rokisaxik
Valid,Jikil
Value:,Rajil:
Variance,Jalanik
Variance:,Jalanik:
Version {0} is available. You are running {1}.,Version {0} is available. You are running {1}.
View,Ilaj
View All,Ilaj ronojel
View all active projects,Ilaj ronojel k'aslik taq nuk'samaj
View all open tasks,Ilaj ronojel jaqalik taq samaj
View overdue tasks,Ilaj ri taq samaj b'enaq
View Release,View Release
Visibility,K'utub'al
Waiting for this task,Kayab'ej re ri samaj
Waits for:,Kayab'ej:
Warning: Resource {0} status is {1},Pixab': ri rub'anikil re ri tob'anel {0} ja ri {1}
Warning: Using HTTP instead of HTTPS. Webhook payloads may not be secure.,Pixab': HTTP kokisan xuquje' man HTTPS ta. Ri taq tzij re webhook man e jikomal ta.
Watch budget closely,Tachajij ri pwaq pa retal ronojel
We'll respond to:,Xqatzalij tzij pa:
Webhook deleted,Ri webhook xsachik
Webhook name is required,Ri ub'i' ri webhook rajawaxik
Webhook not found,Man xriqitaj ta ri webhook
Webhook URL is required,Ri URL re ri webhook rajawaxik
Webhook URL must start with http:// or https://,Ri URL re ri webhook rajawaxik kutikirib'ej ruk' http:// o https://
Wed,Ox
Week,Wuqq'ij
Weekend,Uxlanem q'ij
Weekly Capacity,Uchuq'ab' pa wuqq'ij
weekly capacity,uchuq'ab' pa wuqq'ij
Weekly Capacity (h),Uchuq'ab' pa wuqq'ij (r)
Welcome,Ek'ulaxik
Welcome back!,Utz apetik chik!
Welcome to Orga,Ek'ulaxik pa Orga
What are you working on?,Achike kasamajij?
What did you work on?,Achike xasamajij?
When,Jampe'
When work begins,Toq kutikirib'ej ri samaj
When work is due,Toq k'o ri samaj
Where,Jawje'
Will capture:,Xuchap:
Will create:,Xub'an:
with checklist items,ruk' taq jastaq re ri ruch'ob'al
Working,Kasamajik
Workload,Rejqalem samaj
Workmanship,Utzilal ri samaj
Write a comment...,Tatz'ib'aj jun tzij...
Write a comment... Use @name to mention (Ctrl+Enter to send),Tatz'ib'aj jun tzij... Tokisaj @b'i'aj richin ub'ixik (Ctrl+Enter richin utaqik)
Year,Junab'
Yes,Ja'
Yesterday,Iwir
yesterday,iwir
You are not an attendee of this appointment,Man at okinaq ta pa re ri tz'onoj
You are not linked to any resource,Man at ximon ta ruk' jun tob'anel
You are running the latest version of Orga.,You are running the latest version of Orga.
You can only delete your own comments,Xa xe ri taq atzij tikirel kasach
You can only delete your own reactions,Xa xe ri taq ana'oj tikirel kasach
You do not have access to the client portal. Please contact support.,Man k'o ta aokem pa ri okib'al re ri aqanel. Tab'ana' utzil tzijonik ruk' tob'anik.
You have already reacted with '{0}',K'o chik ri ana'oj ruk' '{0}'
You have been assigned to task '{0}' in project '{1}'.,Xya' chawe ri samaj '{0}' pa ri nuk'samaj '{1}'.
You have been assigned to: {0},Xya' chawe: {0}
You have been invited to the following appointment,Xatz'on pa re ri tz'onoj
You have no tasks assigned to you right now.,Man k'o ta samaj ya'on chawe wakami.
You were mentioned in {0},Xab'ix pa {0}
Your attendance,Ri aokem
Your comment has been posted,Ri atzij xtaq
Your Projects,Ri taq anuk'samaj
Your projects will appear here once they're assigned to you.,Ri taq anuk'samaj xkek'ut waral toq xeya' chawe.
Your Response,Ri atzalij tzij
Your RSVP,Ri RSVP awech
Your support request has been submitted successfully.,Ri atz'onoj re tob'anik xtaq rumal utz.
Your support request has been submitted successfully. We'll get back to you shortly.,Ri atz'onoj re tob'anik xtaq rumal utz. Anim xqatzalij tzij chawe.
"Your task ""{0}"" is no longer blocked and can now be started.","Ri asamaj ""{0}"" man k'aton ta chik xuquje' tikirel katikirib'ej wakami."
{0} is required,{0} rajawaxik
{0} new activities,{0} k'ak' taq b'anob'al
{0} of {1} completed,{0} pa {1} tz'aqat
{0} projects already migrated (will be skipped or updated),{0} taq nuk'samaj q'axon chik (xelan o xek'ex)
{0} status changed to {1},Ri rub'anikil re {0} xjalataj pa {1}
{0} tasks remaining,{0} taq samaj k'o na
{0} tasks without projects will be skipped,{0} taq samaj man k'o ta kinuk'samaj xelan
{0} {1} not found,{0} {1} man xriqitaj ta
